area_type,location,size,total_sqft,bath,balcony,price,price_per_sqft
3,1084,11,1459.0,2.0,1.0,95.0,0.06511309115832763
3,1171,11,1711.0,3.0,3.0,85.61,0.050035067212156635
3,493,9,1250.0,2.0,2.0,98.0,0.0784
3,279,0,645.0,1.0,1.0,16.45,0.025503875968992246
2,104,10,875.0,2.0,1.0,57.0,0.06514285714285714
0,918,9,1334.0,2.0,1.0,67.0,0.05022488755622189
0,513,9,1140.0,2.0,1.0,32.92,0.02887719298245614
3,962,9,1115.0,2.0,2.0,50.0,0.04484304932735426
2,100,12,1200.0,5.0,2.0,200.0,0.16666666666666666
3,905,11,1776.0,3.0,1.0,190.0,0.10698198198198199
3,1069,11,2072.0,4.0,2.0,160.0,0.07722007722007722
2,678,12,1600.0,3.0,2.0,170.0,0.10625
2,689,18,1200.0,4.0,2.0,115.0,0.09583333333333334
3,638,9,920.0,2.0,3.0,39.0,0.042391304347826085
3,279,9,778.0,2.0,0.0,25.29,0.03250642673521851
2,790,14,1310.0,3.0,3.0,95.0,0.07251908396946564
3,383,11,1631.0,3.0,2.0,80.0,0.049049662783568364
3,614,0,525.0,1.0,1.0,27.5,0.05238095238095238
0,545,11,1395.0,3.0,3.0,82.0,0.05878136200716846
3,342,11,2000.0,3.0,2.0,105.0,0.0525
3,485,9,1232.0,2.0,1.0,66.0,0.05357142857142857
3,1146,9,1075.0,2.0,1.0,55.0,0.05116279069767442
3,443,9,1205.0,2.0,2.0,70.0,0.058091286307053944
2,774,14,1200.0,4.0,2.0,165.0,0.1375
3,915,13,2340.0,5.0,1.0,129.0,0.05512820512820513
3,927,11,1179.0,2.0,1.0,55.0,0.04664970313825276
3,651,9,1013.0,2.0,1.0,51.0,0.050345508390918066
3,1095,9,1160.0,2.0,2.0,40.6,0.035
3,59,9,1200.0,2.0,2.0,62.5,0.052083333333333336
2,824,20,1200.0,5.0,0.0,80.0,0.06666666666666667
3,1095,11,1255.0,2.0,3.0,50.19,0.03999203187250996
0,932,11,1100.0,2.0,1.0,145.0,0.1318181818181818
0,951,9,1069.0,2.0,1.0,55.0,0.05144995322731525
2,683,12,1200.0,3.0,2.0,99.0,0.0825
3,742,9,1065.0,2.0,2.0,55.0,0.051643192488262914
0,691,9,1395.0,2.0,0.0,75.0,0.053763440860215055
0,477,11,1725.0,2.0,1.0,165.0,0.09565217391304348
0,315,9,1007.0,2.0,2.0,43.0,0.04270109235352532
0,636,11,1436.0,2.0,2.0,55.0,0.0383008356545961
3,99,17,4250.0,6.0,3.0,150.0,0.03529411764705882
3,476,11,1645.0,3.0,2.0,117.0,0.07112462006079028
2,636,10,1200.0,2.0,0.0,58.0,0.04833333333333333
3,776,9,940.0,2.0,1.0,43.61,0.0463936170212766
0,577,18,4300.0,6.0,2.0,175.0,0.040697674418604654
0,522,11,1740.0,3.0,2.0,191.0,0.10977011494252874
3,470,9,1194.0,2.0,2.0,47.0,0.03936348408710218
3,349,11,1829.0,3.0,2.0,125.0,0.0683433570256971
2,1163,14,1800.0,4.0,3.0,178.0,0.09888888888888889
3,141,9,1000.0,2.0,1.0,60.0,0.06
2,1130,16,800.0,4.0,2.0,98.0,0.1225
3,583,9,675.0,1.0,1.0,15.0,0.022222222222222223
3,476,9,1390.0,2.0,2.0,95.0,0.0683453237410072
3,691,11,1500.0,3.0,2.0,104.0,0.06933333333333333
3,1135,11,2047.0,3.0,2.0,136.0,0.06643869076697606
3,540,9,1202.0,2.0,1.0,79.0,0.06572379367720466
3,649,9,1012.0,2.0,1.0,59.0,0.058300395256917
3,448,11,2132.0,3.0,3.0,80.0,0.0375234521575985
3,1163,0,605.0,1.0,1.0,40.0,0.06611570247933884
3,473,9,1331.0,2.0,1.0,88.0,0.06611570247933884
2,746,10,1200.0,2.0,0.0,69.0,0.0575
2,948,10,1200.0,2.0,1.0,136.0,0.11333333333333333
2,603,12,600.0,2.0,1.0,50.0,0.08333333333333333
3,85,11,1280.0,2.0,2.0,49.0,0.03828125
3,171,9,1007.0,2.0,1.0,62.0,0.06156901688182721
3,1066,11,1370.0,2.0,1.0,61.0,0.04452554744525548
3,593,9,925.0,2.0,2.0,35.0,0.03783783783783784
3,1056,9,1500.0,2.0,0.0,75.0,0.05
0,138,0,450.0,1.0,1.0,12.5,0.027777777777777776
0,859,14,1200.0,4.0,1.0,140.0,0.11666666666666667
3,485,9,1341.0,2.0,1.0,95.0,0.07084265473527218
3,32,11,1350.0,2.0,2.0,47.25,0.035
3,1084,9,992.0,2.0,1.0,60.0,0.06048387096774194
3,1095,9,1163.0,2.0,2.0,68.0,0.058469475494411005
3,962,9,1229.0,2.0,2.0,70.0,0.05695687550854353
2,436,10,600.0,2.0,2.0,39.0,0.065
3,385,9,1219.0,2.0,1.0,61.26,0.05025430680885972
3,901,11,1525.0,2.0,2.0,99.13,0.06500327868852458
3,620,9,1147.0,2.0,1.0,60.0,0.05231037489102005
3,84,11,1412.0,2.0,3.0,88.0,0.06232294617563739
2,772,24,1200.0,9.0,3.0,215.0,0.17916666666666667
3,962,9,1044.0,2.0,1.0,34.77,0.03330459770114943
3,787,9,1190.0,2.0,2.0,63.0,0.052941176470588235
3,783,11,1240.0,2.0,2.0,65.0,0.05241935483870968
3,559,11,1352.0,3.0,1.0,65.0,0.04807692307692308
0,134,9,1100.0,2.0,2.0,55.0,0.05
3,1095,11,1330.0,2.0,2.0,39.9,0.03
3,890,11,1700.0,3.0,2.0,111.0,0.06529411764705882
3,383,9,1355.0,2.0,1.0,67.0,0.04944649446494465
3,918,9,1200.0,2.0,1.0,46.0,0.03833333333333333
3,636,0,400.0,2.0,1.0,25.0,0.0625
0,962,9,1342.0,2.0,2.0,70.0,0.05216095380029806
3,213,11,1615.0,3.0,2.0,50.87,0.0314984520123839
3,1142,9,1340.0,2.0,1.0,65.0,0.048507462686567165
3,543,9,1200.0,2.0,1.0,54.0,0.045
0,1177,1,400.0,1.0,0.0,55.0,0.1375
3,333,9,1080.0,2.0,1.0,52.0,0.04814814814814815
3,424,9,1600.0,2.0,1.0,31.0,0.019375
3,383,9,1200.0,2.0,0.0,34.0,0.028333333333333332
2,485,12,2700.0,3.0,2.0,150.0,0.05555555555555555
0,243,12,1780.0,3.0,0.0,110.0,0.06179775280898876
0,100,11,1605.0,3.0,2.0,65.0,0.040498442367601244
2,355,12,646.0,2.0,1.0,65.0,0.10061919504643962
3,603,9,1200.0,2.0,2.0,80.0,0.06666666666666667
2,746,10,900.0,2.0,0.0,49.0,0.05444444444444444
0,961,12,1830.0,3.0,1.0,88.0,0.048087431693989074
2,1149,16,690.0,4.0,1.0,83.0,0.12028985507246377
2,711,16,1800.0,4.0,1.0,68.0,0.03777777777777778
0,279,11,715.0,2.0,0.0,32.0,0.044755244755244755
3,279,11,1230.0,2.0,2.0,31.37,0.025504065040650406
3,1095,9,1065.0,2.0,1.0,42.59,0.0399906103286385
2,31,22,1350.0,8.0,2.0,185.0,0.13703703703703704
2,1021,12,1080.0,3.0,2.0,149.0,0.13796296296296295
0,573,11,900.0,2.0,0.0,65.0,0.07222222222222222
3,341,9,946.0,2.0,2.0,45.0,0.04756871035940803
3,686,0,1500.0,1.0,0.0,60.0,0.04
3,962,11,1711.0,3.0,1.0,110.0,0.06428988895382817
2,140,14,1200.0,3.0,2.0,160.0,0.13333333333333333
3,279,9,950.0,2.0,1.0,25.65,0.027
3,669,11,1656.0,3.0,2.0,80.0,0.04830917874396135
3,1095,9,1075.0,2.0,1.0,46.76,0.04349767441860465
3,473,11,1752.12,3.0,2.0,133.0,0.0759080428281168
2,476,22,6000.0,8.0,0.0,220.0,0.03666666666666667
3,627,11,1540.0,3.0,3.0,85.0,0.05519480519480519
2,55,14,600.0,4.0,3.0,125.0,0.20833333333333334
3,684,0,665.0,1.0,2.0,32.0,0.0481203007518797
3,971,11,1665.0,3.0,2.0,110.0,0.06606606606606606
3,388,9,1145.0,2.0,1.0,54.0,0.04716157205240175
3,1163,9,1185.0,2.0,2.0,41.0,0.03459915611814346
2,31,12,1200.0,3.0,1.0,190.0,0.15833333333333333
0,742,11,1693.0,3.0,2.0,125.0,0.07383343177790903
3,366,11,2456.0,3.0,3.0,220.0,0.08957654723127036
3,1095,9,1155.0,2.0,1.0,40.6,0.035151515151515156
3,344,11,1610.0,2.0,2.0,64.4,0.04
2,1163,12,1200.0,3.0,2.0,56.58,0.04715
2,114,10,1530.0,2.0,1.0,185.0,0.12091503267973856
0,381,11,1709.0,3.0,1.0,80.0,0.046811000585137506
2,100,14,600.0,4.0,0.0,60.0,0.1
2,1031,1,840.0,1.0,1.0,150.0,0.17857142857142858
3,431,11,1400.0,2.0,1.0,50.0,0.03571428571428571
3,577,9,1200.0,2.0,1.0,42.0,0.035
3,548,11,1439.0,3.0,1.0,57.23,0.03977067407922168
3,620,9,1375.0,2.0,2.0,72.0,0.05236363636363636
3,1135,11,1200.0,2.0,1.0,75.0,0.0625
0,1171,9,1315.0,2.0,3.0,75.0,0.057034220532319393
2,370,10,1500.0,2.0,0.0,40.0,0.02666666666666667
0,1171,18,3600.0,6.0,1.0,200.0,0.05555555555555555
3,1135,9,1178.0,2.0,3.0,82.0,0.06960950764006792
3,199,11,1430.0,3.0,2.0,59.0,0.04125874125874126
3,716,11,1400.0,2.0,2.0,65.8,0.047
3,1066,9,1093.0,2.0,2.0,72.0,0.06587374199451052
3,497,9,1200.0,2.0,1.0,45.0,0.0375
0,21,11,1200.0,2.0,0.0,130.0,0.10833333333333334
0,1163,11,2210.0,3.0,2.0,156.0,0.07058823529411765
3,1095,9,1150.0,2.0,2.0,70.0,0.06086956521739131
3,999,11,1435.0,2.0,1.0,60.0,0.041811846689895474
2,756,14,600.0,3.0,2.0,100.0,0.16666666666666666
3,1163,9,1173.0,2.0,1.0,78.2,0.06666666666666667
3,1066,9,1140.0,2.0,1.0,39.0,0.034210526315789476
3,541,11,1717.0,3.0,3.0,120.0,0.06988934187536401
3,726,9,1325.0,2.0,2.0,65.0,0.04905660377358491
0,493,11,1370.0,3.0,2.0,67.0,0.04890510948905109
3,388,9,1025.0,2.0,1.0,90.0,0.08780487804878048
3,358,11,1409.0,2.0,3.0,62.0,0.0440028388928318
3,217,9,1200.0,2.0,1.0,52.0,0.043333333333333335
3,1066,9,1200.0,2.0,1.0,53.5,0.044583333333333336
3,1163,11,1740.0,4.0,3.0,130.0,0.07471264367816093
3,485,9,1232.0,2.0,1.0,88.0,0.07142857142857142
2,279,10,1200.0,2.0,1.0,36.0,0.03
3,1118,9,1250.0,2.0,1.0,50.0,0.04
0,771,9,1475.0,2.0,2.0,171.0,0.11593220338983051
3,247,13,2100.0,4.0,2.0,85.0,0.04047619047619048
3,52,0,552.0,1.0,1.0,23.5,0.042572463768115944
3,1095,11,1065.0,2.0,2.0,42.59,0.0399906103286385
2,481,12,1000.0,3.0,1.0,130.0,0.13
2,693,10,1225.0,2.0,0.0,65.0,0.053061224489795916
0,475,0,650.0,1.0,0.0,16.0,0.024615384615384615
3,843,9,1067.0,2.0,2.0,52.0,0.04873477038425492
3,961,11,1364.0,2.0,2.0,56.0,0.04105571847507331
3,1061,11,1750.0,3.0,3.0,75.0,0.04285714285714286
3,199,9,1240.0,2.0,1.0,71.0,0.05725806451612903
2,511,10,1200.0,2.0,0.0,75.0,0.0625
3,588,11,1540.0,3.0,2.0,75.0,0.048701298701298704
3,968,11,1504.0,2.0,2.0,102.0,0.0678191489361702
3,820,9,1116.0,2.0,1.0,49.8,0.044623655913978495
3,485,11,2365.0,4.0,2.0,175.0,0.07399577167019028
0,964,9,1308.0,2.0,2.0,37.0,0.028287461773700305
0,1135,9,864.0,2.0,0.0,45.0,0.052083333333333336
2,1129,16,1200.0,5.0,1.0,139.0,0.11583333333333333
3,505,11,1069.0,2.0,2.0,38.0,0.03554724041159962
3,476,9,1333.0,2.0,1.0,100.0,0.07501875468867217
3,285,13,1800.0,4.0,1.0,145.0,0.08055555555555556
3,1066,11,1698.0,3.0,2.0,107.0,0.06301531213191991
3,531,11,1275.0,2.0,2.0,43.6,0.034196078431372554
3,901,9,1060.0,2.0,1.0,48.0,0.045283018867924525
3,481,9,1160.0,2.0,1.0,49.0,0.04224137931034483
3,962,11,1484.0,2.0,2.0,65.0,0.04380053908355795
2,499,12,675.0,3.0,1.0,70.0,0.1037037037037037
3,485,9,1310.0,2.0,1.0,66.0,0.050381679389312976
3,1105,11,2145.0,3.0,2.0,165.0,0.07692307692307693
3,742,11,1693.0,3.0,1.0,125.0,0.07383343177790903
3,559,11,1230.0,3.0,3.0,60.0,0.04878048780487805
2,333,12,1200.0,3.0,1.0,145.0,0.12083333333333333
0,249,11,1310.0,2.0,1.0,37.83,0.028877862595419846
3,1079,9,1150.0,2.0,1.0,60.0,0.05217391304347826
3,772,11,1385.0,2.0,2.0,66.5,0.048014440433213
3,1084,9,1066.0,2.0,2.0,52.5,0.04924953095684803
3,1066,11,2293.0,3.0,2.0,80.26,0.035002180549498475
2,1081,12,720.0,3.0,1.0,81.0,0.1125
1,27,11,1625.0,3.0,3.0,92.0,0.056615384615384616
3,1154,9,1246.0,2.0,1.0,67.4,0.05409309791332264
2,901,18,3900.0,6.0,2.0,195.0,0.05
3,59,9,1000.0,2.0,1.0,70.65,0.07065
3,793,9,907.0,2.0,2.0,38.0,0.04189636163175303
2,1092,14,3500.0,4.0,0.0,138.0,0.03942857142857143
3,1105,11,1395.0,2.0,3.0,79.0,0.056630824372759854
3,676,9,1180.0,2.0,2.0,50.0,0.0423728813559322
2,191,16,1903.0,6.0,2.0,140.0,0.07356805044666316
3,383,9,1175.0,2.0,1.0,47.0,0.04
3,315,9,1272.0,2.0,2.0,51.5,0.0404874213836478
3,490,11,1490.0,2.0,1.0,92.0,0.06174496644295302
3,1177,9,1144.0,2.0,2.0,67.0,0.05856643356643357
2,113,14,2400.0,5.0,2.0,140.0,0.058333333333333334
3,498,9,1143.0,2.0,1.0,53.0,0.04636920384951881
2,619,12,2500.0,3.0,2.0,190.0,0.076
3,1163,9,1216.0,2.0,1.0,75.0,0.061677631578947366
3,797,9,1044.0,2.0,1.0,60.0,0.05747126436781609
3,876,9,1352.0,3.0,1.0,93.0,0.06878698224852071
3,485,11,1552.0,3.0,3.0,75.0,0.04832474226804124
0,217,11,1785.0,3.0,2.0,120.0,0.06722689075630252
3,844,9,810.0,2.0,2.0,34.5,0.04259259259259259
3,187,11,1650.0,3.0,2.0,51.98,0.031503030303030304
3,86,11,1595.0,3.0,2.0,70.39,0.04413166144200627
3,1163,9,1060.0,2.0,1.0,35.0,0.0330188679245283
3,164,11,1410.0,2.0,3.0,65.0,0.04609929078014184
3,787,11,1523.0,2.0,2.0,56.0,0.036769533814839134
3,614,11,1591.0,3.0,1.0,122.0,0.07668133249528598
3,133,11,1640.0,3.0,3.0,84.0,0.05121951219512195
0,1172,0,450.0,1.0,0.0,16.0,0.035555555555555556
3,199,11,1305.0,2.0,2.0,60.0,0.04597701149425287
3,1171,11,1590.0,3.0,1.0,54.0,0.033962264150943396
0,588,9,1240.0,2.0,3.0,45.0,0.036290322580645164
3,706,9,1200.0,2.0,2.0,54.0,0.045
3,349,9,1100.0,2.0,1.0,41.16,0.037418181818181816
3,661,9,1180.0,2.0,1.0,128.0,0.10847457627118644
3,962,9,1115.0,2.0,1.0,50.0,0.04484304932735426
3,246,9,845.0,2.0,1.0,33.0,0.03905325443786982
3,46,11,1567.2,2.0,0.0,190.0,0.12123532414497191
3,281,11,1310.0,2.0,2.0,45.0,0.03435114503816794
2,1171,1,26136.0,1.0,0.0,150.0,0.00573921028466483
0,566,9,959.0,2.0,1.0,42.5,0.0443169968717414
0,61,13,1200.0,4.0,1.0,140.0,0.11666666666666667
3,600,9,883.0,2.0,1.0,37.0,0.04190260475651189
3,894,9,1050.0,2.0,2.0,55.5,0.05285714285714286
3,1171,9,1390.0,2.0,2.0,70.21,0.05051079136690647
0,511,9,1276.0,2.0,3.0,46.0,0.03605015673981191
3,634,11,1280.0,2.0,2.0,69.0,0.05390625
2,702,20,1280.0,5.0,3.0,150.0,0.1171875
3,1171,11,1614.0,3.0,2.0,95.0,0.05885997521685254
3,622,9,1000.0,2.0,0.0,58.0,0.058
3,742,9,1196.0,2.0,2.0,57.9,0.048411371237458194
3,962,11,1220.0,3.0,2.0,57.0,0.04672131147540984
3,94,9,950.0,2.0,1.0,31.95,0.03363157894736842
3,85,9,1141.0,2.0,1.0,55.0,0.04820333041191937
3,52,9,1200.0,2.0,2.0,51.0,0.0425
3,620,11,1380.0,2.0,2.0,55.0,0.03985507246376811
3,363,9,855.0,2.0,1.0,32.0,0.03742690058479532
3,279,0,645.0,1.0,1.0,16.45,0.025503875968992246
3,279,9,922.0,2.0,1.0,36.0,0.039045553145336226
0,785,9,1200.0,2.0,2.0,43.2,0.036000000000000004
3,783,11,1240.0,2.0,2.0,65.0,0.05241935483870968
3,59,9,1070.0,2.0,2.0,42.0,0.03925233644859813
3,914,9,1293.0,2.0,2.0,75.0,0.058004640371229696
0,881,11,1380.0,2.0,1.0,50.0,0.036231884057971016
3,1172,11,1599.0,3.0,2.0,80.0,0.050031269543464665
3,817,9,967.0,2.0,2.0,41.1,0.04250258531540848
3,1000,11,1885.0,3.0,3.0,90.0,0.04774535809018567
0,22,9,860.0,2.0,2.0,65.5,0.07616279069767441
2,1171,1,1075.0,1.0,0.0,19.5,0.01813953488372093
3,962,9,1050.0,2.0,1.0,63.5,0.060476190476190475
3,742,11,1595.0,3.0,2.0,88.0,0.05517241379310345
3,962,9,1350.0,2.0,2.0,102.0,0.07555555555555556
0,476,9,1204.0,2.0,2.0,45.0,0.03737541528239203
3,962,9,1035.0,2.0,2.0,49.0,0.04734299516908213
3,516,9,1000.0,2.0,1.0,29.95,0.02995
3,962,11,1457.0,3.0,3.0,85.0,0.05833905284831846
3,470,9,1194.0,2.0,2.0,47.0,0.03936348408710218
3,198,9,1100.0,2.0,1.0,66.0,0.06
3,1163,11,1655.0,3.0,3.0,120.0,0.07250755287009064
3,614,11,1691.2,3.0,1.0,115.0,0.06799905392620624
3,916,9,1215.0,2.0,1.0,46.1,0.03794238683127572
3,614,9,1155.0,2.0,0.0,50.125,0.0433982683982684
3,493,11,1639.0,3.0,2.0,129.0,0.0787065283709579
3,962,11,1685.0,3.0,1.0,135.0,0.08011869436201781
0,628,16,1008.0,4.0,2.0,180.0,0.17857142857142858
3,498,9,1100.0,2.0,3.0,38.0,0.034545454545454546
3,742,11,2122.0,3.0,2.0,125.0,0.0589066918001885
3,1111,9,1050.0,2.0,2.0,47.0,0.04476190476190476
0,636,9,1230.0,2.0,2.0,45.0,0.036585365853658534
3,52,11,1240.0,3.0,2.0,60.0,0.04838709677419355
0,385,11,1252.0,2.0,3.0,65.0,0.051916932907348244
3,271,11,1374.0,2.0,2.0,88.0,0.06404657933042213
3,61,0,500.0,1.0,1.0,30.0,0.06
2,128,22,1200.0,8.0,2.0,225.0,0.1875
3,476,11,1355.0,3.0,2.0,83.87,0.06189667896678967
3,177,9,1040.0,2.0,3.0,45.0,0.04326923076923077
3,962,9,1350.0,2.0,2.0,68.0,0.05037037037037037
3,481,11,2400.0,3.0,2.0,135.0,0.05625
3,470,11,1560.0,3.0,1.0,90.0,0.057692307692307696
3,104,9,1151.0,2.0,1.0,43.16,0.037497827975673324
3,1095,11,1360.0,2.0,2.0,47.59,0.03499264705882353
3,321,9,1250.0,2.0,2.0,60.0,0.048
3,279,11,1110.0,2.0,2.0,29.97,0.027
0,485,9,1015.0,2.0,2.0,50.0,0.04926108374384237
3,586,11,1351.0,2.0,2.0,78.0,0.05773501110288675
3,1172,9,960.0,2.0,2.0,50.0,0.052083333333333336
3,1143,9,1110.0,2.0,2.0,52.0,0.04684684684684685
0,881,11,1680.0,3.0,2.0,72.0,0.04285714285714286
2,128,12,2400.0,3.0,1.0,180.0,0.075
0,919,11,1350.0,3.0,2.0,48.6,0.036000000000000004
3,497,9,1254.0,2.0,2.0,47.0,0.037480063795853266
3,470,11,1255.0,3.0,2.0,115.0,0.09163346613545817
3,268,9,1051.0,2.0,3.0,61.0,0.058039961941008564
2,35,12,1200.0,3.0,1.0,205.0,0.17083333333333334
0,1095,9,1099.0,2.0,2.0,65.0,0.059144676979071886
3,476,11,2650.0,4.0,3.0,199.0,0.0750943396226415
0,757,14,2000.0,2.0,1.0,160.0,0.08
3,1177,9,1541.0,2.0,2.0,130.0,0.08436080467229072
2,962,12,1200.0,3.0,2.0,70.0,0.058333333333333334
0,1163,9,1125.0,2.0,2.0,45.0,0.04
3,1154,11,1650.0,3.0,2.0,85.0,0.051515151515151514
3,135,0,834.0,1.0,1.0,62.0,0.07434052757793765
3,426,11,1320.0,3.0,2.0,60.0,0.045454545454545456
2,728,12,1200.0,3.0,1.0,149.0,0.12416666666666666
2,525,22,1000.0,7.0,0.0,160.0,0.16
3,776,11,1500.0,3.0,2.0,74.0,0.04933333333333333
2,614,1,1276.0,1.0,0.0,125.0,0.09796238244514106
2,765,1,600.0,1.0,0.0,52.0,0.08666666666666667
3,1163,9,1180.0,2.0,2.0,70.0,0.059322033898305086
3,586,9,1010.0,2.0,1.0,50.0,0.04950495049504951
3,281,9,1070.0,2.0,1.0,38.0,0.03551401869158879
3,308,11,1580.0,3.0,3.0,105.0,0.06645569620253164
3,439,11,2000.0,3.0,2.0,165.0,0.0825
3,518,11,1920.0,3.0,2.0,130.0,0.06770833333333333
3,956,11,1200.0,2.0,1.0,76.0,0.06333333333333334
0,591,9,1040.0,2.0,2.0,45.0,0.04326923076923077
3,511,11,1430.0,2.0,2.0,90.0,0.06293706293706294
3,1095,11,1215.0,2.0,2.0,52.85,0.04349794238683128
3,368,0,650.0,1.0,1.0,70.0,0.1076923076923077
3,1066,11,1564.0,3.0,1.0,105.0,0.06713554987212277
0,737,12,800.0,2.0,1.0,52.0,0.065
0,498,10,750.0,2.0,0.0,58.0,0.07733333333333334
3,620,9,1200.0,2.0,2.0,60.0,0.05
3,901,9,1128.0,2.0,1.0,48.79,0.04325354609929078
3,213,9,1200.0,2.0,2.0,44.4,0.037
3,307,13,2000.0,4.0,1.0,135.0,0.0675
0,1171,11,1650.0,3.0,3.0,105.0,0.06363636363636363
3,21,9,1235.0,2.0,2.0,148.0,0.11983805668016194
0,1171,9,1200.0,2.0,2.0,55.0,0.04583333333333333
3,704,17,900.0,5.0,2.0,100.0,0.1111111111111111
3,638,9,985.0,2.0,2.0,42.0,0.04263959390862944
3,916,11,1475.0,2.0,2.0,63.0,0.04271186440677966
3,962,11,1157.0,2.0,1.0,53.99,0.0466637856525497
0,271,9,900.0,2.0,3.0,35.0,0.03888888888888889
2,431,14,2500.0,3.0,2.0,120.0,0.048
0,399,9,1030.0,2.0,1.0,60.0,0.05825242718446602
3,601,9,1000.0,2.0,1.0,46.0,0.046
2,255,16,1950.0,6.0,3.0,175.0,0.08974358974358974
3,668,11,1570.0,2.0,2.0,65.94,0.041999999999999996
3,608,9,1283.0,2.0,2.0,68.0,0.05300077942322681
0,385,11,875.0,2.0,2.0,40.0,0.045714285714285714
3,1142,9,1200.0,2.0,2.0,52.0,0.043333333333333335
2,656,12,2400.0,2.0,3.0,180.0,0.075
3,623,11,1250.0,2.0,2.0,68.75,0.055
3,833,13,3630.0,6.0,1.0,196.0,0.05399449035812672
3,1171,9,990.0,2.0,2.0,37.62,0.038
3,849,9,1199.0,2.0,1.0,85.0,0.07089241034195162
3,253,9,1280.0,2.0,2.0,90.0,0.0703125
0,928,9,1190.0,2.0,1.0,55.0,0.046218487394957986
3,1170,9,1100.0,2.0,2.0,60.0,0.05454545454545454
3,885,11,2075.0,3.0,1.0,175.0,0.08433734939759036
0,473,9,1133.0,2.0,1.0,55.0,0.04854368932038835
0,1008,13,2400.0,3.0,3.0,140.0,0.058333333333333334
3,1163,9,1280.0,2.0,2.0,69.0,0.05390625
3,496,11,1250.0,3.0,2.0,65.0,0.052
3,213,11,1565.0,2.0,2.0,49.3,0.03150159744408945
3,856,11,1900.0,3.0,0.0,65.0,0.034210526315789476
0,772,9,1080.0,2.0,2.0,45.0,0.041666666666666664
3,211,0,600.0,1.0,0.0,47.0,0.07833333333333334
2,489,12,1240.0,4.0,1.0,180.0,0.14516129032258066
0,457,11,1335.0,2.0,1.0,87.0,0.0651685393258427
3,1154,9,1246.0,2.0,1.0,67.3,0.05401284109149278
3,962,11,1385.0,3.0,1.0,55.0,0.039711191335740074
3,434,11,1578.0,3.0,1.0,73.9,0.046831432192648924
3,458,9,1140.0,2.0,2.0,46.0,0.04035087719298246
3,962,11,1700.0,3.0,1.0,79.9,0.047
2,405,14,1050.0,4.0,0.0,90.0,0.08571428571428572
0,1129,9,1120.0,2.0,1.0,70.0,0.0625
3,383,0,435.0,1.0,1.0,22.0,0.05057471264367816
3,715,9,1116.0,2.0,1.0,51.89,0.04649641577060932
3,833,11,1480.0,3.0,2.0,95.0,0.06418918918918919
0,498,9,1000.0,2.0,2.0,50.0,0.05
3,458,9,1145.0,2.0,2.0,46.0,0.04017467248908297
3,248,9,800.0,1.0,1.0,32.0,0.04
3,1066,9,1265.0,2.0,1.0,83.0,0.06561264822134387
3,333,11,1700.0,3.0,0.0,88.2,0.05188235294117647
3,805,9,1475.0,2.0,1.0,70.0,0.04745762711864407
3,159,9,1265.0,2.0,2.0,55.0,0.043478260869565216
0,104,10,1200.0,2.0,0.0,58.0,0.04833333333333333
3,23,11,2180.0,3.0,2.0,210.0,0.0963302752293578
3,255,9,1080.0,2.0,3.0,50.0,0.046296296296296294
3,1163,11,2023.0,4.0,2.0,130.0,0.06426099851705389
3,469,9,2400.0,2.0,3.0,125.0,0.052083333333333336
3,585,11,1545.0,2.0,2.0,66.0,0.04271844660194175
3,591,11,1804.0,3.0,2.0,166.0,0.09201773835920177
2,38,10,1200.0,2.0,1.0,200.0,0.16666666666666666
3,55,11,1350.0,2.0,2.0,58.0,0.04296296296296296
3,493,9,1108.0,2.0,1.0,74.23,0.06699458483754513
3,742,11,1730.0,3.0,2.0,115.0,0.06647398843930635
3,893,11,1427.0,2.0,3.0,70.0,0.04905395935529082
3,1171,9,935.0,2.0,1.0,35.53,0.038
3,964,9,1073.0,2.0,2.0,31.77,0.02960857409133271
0,107,9,960.0,2.0,3.0,37.0,0.03854166666666667
3,1069,11,2215.0,4.0,2.0,150.0,0.06772009029345373
0,385,9,1125.0,2.0,1.0,32.49,0.028880000000000003
0,255,9,1230.0,2.0,3.0,55.0,0.044715447154471545
3,716,9,1438.0,2.0,2.0,89.0,0.061891515994436715
3,59,9,1080.0,2.0,2.0,75.0,0.06944444444444445
2,477,12,1200.0,3.0,2.0,125.0,0.10416666666666667
2,742,10,1200.0,1.0,1.0,103.0,0.08583333333333333
3,1095,11,1590.0,3.0,2.0,58.0,0.03647798742138365
3,976,11,1350.0,3.0,2.0,68.0,0.05037037037037037
3,901,11,1400.0,2.0,2.0,48.0,0.03428571428571429
3,588,11,1560.0,2.0,3.0,72.0,0.046153846153846156
0,726,13,1810.0,3.0,2.0,57.0,0.03149171270718232
3,605,11,2274.24,4.0,1.0,160.0,0.07035317292809906
3,1012,11,1484.0,3.0,1.0,74.18,0.04998652291105122
0,522,11,1650.0,3.0,3.0,220.0,0.13333333333333333
3,1027,11,1455.0,2.0,2.0,55.0,0.037800687285223365
3,1066,11,2280.0,4.0,2.0,184.0,0.08070175438596491
0,394,11,2079.0,3.0,3.0,220.0,0.10582010582010581
3,229,9,1351.0,2.0,2.0,74.0,0.05477424130273871
3,614,11,1223.0,2.0,2.0,42.81,0.03500408830744072
3,577,11,1430.0,2.0,1.0,61.0,0.04265734265734266
3,385,11,1310.0,2.0,2.0,37.83,0.028877862595419846
2,418,14,1120.0,4.0,2.0,175.0,0.15625
